


As of:;Nov 07, 2024


Effective date ;S&P 500 (TR)
16/01/2024;10324.83
17/01/2024;10267.05
18/01/2024;10358.29
19/01/2024;10486.44
22/01/2024;10509.44
23/01/2024;10540.38
24/01/2024;10549.04
25/01/2024;10605.13
26/01/2024;10598.23
29/01/2024;10678.5
30/01/2024;10672.95
31/01/2024;10501.38
01/02/2024;10633.14
02/02/2024;10747.25
05/02/2024;10713.11
06/02/2024;10738.17
07/02/2024;10826.81
08/02/2024;10834.36
09/02/2024;10897.61
12/02/2024;10887.41
13/02/2024;10739.81
14/02/2024;10844.72
15/02/2024;10910.31
16/02/2024;10859.63
20/02/2024;10794.8
21/02/2024;10808.93
22/02/2024;11037.82
23/02/2024;11041.9
26/02/2024;11000.5
27/02/2024;11019.44
28/02/2024;11002.2
29/02/2024;11062.11
01/03/2024;11151.34
04/03/2024;11138.43
05/03/2024;11025.16
06/03/2024;11082.65
07/03/2024;11198.39
08/03/2024;11126.07
11/03/2024;11113.61
12/03/2024;11238.46
13/03/2024;11217.3
14/03/2024;11187.85
15/03/2024;11115.69
18/03/2024;11186.04
19/03/2024;11249.23
20/03/2024;11350.89
21/03/2024;11387.89
22/03/2024;11372.49
25/03/2024;11337.74
26/03/2024;11306.01
27/03/2024;11404.95
28/03/2024;11418.03
01/04/2024;11395.08
02/04/2024;11312.9
03/04/2024;11325.78
04/04/2024;11187.49
05/04/2024;11311.7
08/04/2024;11307.66
09/04/2024;11325.63
10/04/2024;11218.73
11/04/2024;11302.53
12/04/2024;11139.38
15/04/2024;11005.61
16/04/2024;10982.99
17/04/2024;10919.49
18/04/2024;10896.07
19/04/2024;10801.16
22/04/2024;10895.47
23/04/2024;11026.06
24/04/2024;11028.46
25/04/2024;10978.2
26/04/2024;11090.46
29/04/2024;11126.28
30/04/2024;10951.66
01/05/2024;10914.11
02/05/2024;11013.91
03/05/2024;11152.76
06/05/2024;11268.23
07/05/2024;11283.96
08/05/2024;11283.91
09/05/2024;11343.55
10/05/2024;11364.04
13/05/2024;11361.46
14/05/2024;11418.12
15/05/2024;11554.04
16/05/2024;11532.36
17/05/2024;11546.28
20/05/2024;11557.84
21/05/2024;11587.05
22/05/2024;11555.84
23/05/2024;11470.98
24/05/2024;11551.56
28/05/2024;11554.45
29/05/2024;11469.46
30/05/2024;11402.1
31/05/2024;11494.7
03/06/2024;11508.89
04/06/2024;11526.81
05/06/2024;11663.55
06/06/2024;11661.37
07/06/2024;11650.49
10/06/2024;11681.54
11/06/2024;11713.3
12/06/2024;11813.17
13/06/2024;11841.02
14/06/2024;11839.27
17/06/2024;11931.48
18/06/2024;11961.93
20/06/2024;11931.8
21/06/2024;11913.78
24/06/2024;11878.04
25/06/2024;11924.75
26/06/2024;11943.53
27/06/2024;11954.5
28/06/2024;11907.15
01/07/2024;11939.38
02/07/2024;12013.4
03/07/2024;12074.83
05/07/2024;12142.54
08/07/2024;12155.27
09/07/2024;12164.57
10/07/2024;12290.21
11/07/2024;12182.97
12/07/2024;12250.19
15/07/2024;12286.05
16/07/2024;12364.56
17/07/2024;12192.49
18/07/2024;12097.25
19/07/2024;12011.61
22/07/2024;12141.75
23/07/2024;12122.83
24/07/2024;11842.36
25/07/2024;11781.57
26/07/2024;11913.04
29/07/2024;11922.89
30/07/2024;11863.8
31/07/2024;12052.09
01/08/2024;11887.54
02/08/2024;11669.18
05/08/2024;11319.96
06/08/2024;11437.32
07/08/2024;11349.24
08/08/2024;11610.84
09/08/2024;11666.49
12/08/2024;11668.59
13/08/2024;11865.29
14/08/2024;11911.02
15/08/2024;12106.68
16/08/2024;12132.48
19/08/2024;12251.74
20/08/2024;12227.8
21/08/2024;12280.18
22/08/2024;12170.71
23/08/2024;12310.63
26/08/2024;12272.08
27/08/2024;12292.64
28/08/2024;12219.23
29/08/2024;12219.38
30/08/2024;12344.43
03/09/2024;12084.57
04/09/2024;12065.69
05/09/2024;12029.72
06/09/2024;11823.57
09/09/2024;11961.74
10/09/2024;12015.57
11/09/2024;12143.85
12/09/2024;12235.06
13/09/2024;12303.26
16/09/2024;12321.21
17/09/2024;12324.75
18/09/2024;12289.26
19/09/2024;12498.59
20/09/2024;12474.44
23/09/2024;12509.61
24/09/2024;12541.09
25/09/2024;12517.82
26/09/2024;12569.13
27/09/2024;12553.78
30/09/2024;12608.07
01/10/2024;12490.87
02/10/2024;12493.35
03/10/2024;12472.39
04/10/2024;12586.91
07/10/2024;12466.41
08/10/2024;12587.25
09/10/2024;12677.16
10/10/2024;12652.84
11/10/2024;12729.52
14/10/2024;12827.63
15/10/2024;12731.1
16/10/2024;12790.84
17/10/2024;12788.78
18/10/2024;12840.3
21/10/2024;12817.39
22/10/2024;12811.36
23/10/2024;12693.82
24/10/2024;12721.05
25/10/2024;12717.34
28/10/2024;12751.22
29/10/2024;12771.8
30/10/2024;12729.73
31/10/2024;12493.74
01/11/2024;12545.4
04/11/2024;12510.73
05/11/2024;12664.32
06/11/2024;12984.73
07/11/2024;13081.53
